'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:09.179',0.122,-1.010,-1.133,0.444,0.628,-1.072,0.327,0.648,0.960,0.523,0.060,0.485,0.117,-0.568,-0.181
'0:09.180',0.127,-1.008,-1.135,0.440,0.631,-1.071,0.327,0.649,0.961,0.527,0.066,0.488,0.122,-0.565,-0.181
'0:09.181',0.126,-1.004,-1.129,0.439,0.628,-1.067,0.328,0.651,0.965,0.530,0.070,0.492,0.124,-0.560,-0.182
'0:09.182',0.124,-0.995,-1.119,0.435,0.622,-1.056,0.326,0.650,0.968,0.533,0.073,0.496,0.128,-0.558,-0.183
'0:09.183',0.123,-0.989,-1.112,0.433,0.618,-1.050,0.325,0.650,0.970,0.536,0.077,0.497,0.131,-0.557,-0.183
'0:09.184',0.121,-0.986,-1.107,0.432,0.615,-1.047,0.324,0.652,0.971,0.540,0.081,0.502,0.134,-0.551,-0.185
'0:09.185',0.122,-0.985,-1.107,0.431,0.615,-1.046,0.320,0.650,0.970,0.542,0.084,0.504,0.139,-0.547,-0.185
'0:09.186',0.119,-0.985,-1.105,0.432,0.613,-1.045,0.318,0.648,0.971,0.543,0.086,0.507,0.141,-0.543,-0.183
'0:09.187',0.119,-0.984,-1.103,0.432,0.612,-1.044,0.317,0.648,0.972,0.546,0.089,0.511,0.143,-0.538,-0.182
'0:09.188',0.122,-0.981,-1.103,0.429,0.613,-1.042,0.316,0.647,0.974,0.547,0.095,0.516,0.147,-0.537,-0.183
'0:09.189',0.123,-0.978,-1.101,0.427,0.612,-1.040,0.317,0.647,0.977,0.551,0.100,0.522,0.150,-0.535,-0.182
'0:09.190',0.123,-0.974,-1.097,0.425,0.610,-1.036,0.316,0.645,0.976,0.554,0.102,0.524,0.152,-0.530,-0.183
'0:09.191',0.125,-0.971,-1.095,0.422,0.610,-1.033,0.312,0.643,0.976,0.555,0.105,0.527,0.156,-0.530,-0.182
'0:09.192',0.127,-0.968,-1.095,0.420,0.611,-1.031,0.319,0.644,0.979,0.559,0.111,0.531,0.159,-0.529,-0.185
'0:09.193',0.126,-0.966,-1.091,0.420,0.609,-1.028,0.312,0.641,0.975,0.559,0.113,0.534,0.162,-0.524,-0.184
'0:09.194',0.124,-0.965,-1.089,0.420,0.607,-1.027,0.302,0.634,0.972,0.558,0.114,0.535,0.165,-0.525,-0.181
'0:09.195',0.129,-0.959,-1.088,0.415,0.609,-1.024,0.305,0.635,0.974,0.562,0.120,0.541,0.166,-0.524,-0.191
'0:09.196',0.129,-0.955,-1.084,0.412,0.607,-1.020,0.306,0.636,0.975,0.567,0.125,0.546,0.168,-0.520,-0.186
'0:09.197',0.131,-0.954,-1.085,0.411,0.608,-1.020,0.306,0.635,0.976,0.569,0.128,0.548,0.170,-0.520,-0.180
'0:09.198',0.133,-0.951,-1.084,0.408,0.609,-1.017,0.302,0.630,0.974,0.571,0.131,0.552,0.173,-0.519,-0.183
'0:09.199',0.133,-0.945,-1.078,0.406,0.606,-1.012,0.301,0.626,0.970,0.571,0.134,0.554,0.175,-0.515,-0.182
'0:09.200',0.135,-0.942,-1.077,0.403,0.606,-1.009,0.303,0.625,0.971,0.573,0.139,0.557,0.177,-0.515,-0.180
'0:09.201',0.135,-0.937,-1.072,0.401,0.604,-1.004,0.301,0.622,0.970,0.574,0.142,0.561,0.180,-0.512,-0.181
'0:09.202',0.134,-0.933,-1.067,0.399,0.602,-1.000,0.299,0.617,0.966,0.574,0.143,0.562,0.180,-0.511,-0.182
'0:09.203',0.137,-0.931,-1.068,0.397,0.603,-1.000,0.298,0.614,0.964,0.577,0.148,0.567,0.181,-0.513,-0.180
'0:09.204',0.140,-0.925,-1.065,0.393,0.603,-0.996,0.296,0.610,0.961,0.577,0.150,0.569,0.183,-0.510,-0.179
'0:09.205',0.141,-0.923,-1.065,0.391,0.604,-0.995,0.292,0.605,0.956,0.576,0.151,0.570,0.185,-0.507,-0.177
'0:09.206',0.140,-0.924,-1.065,0.392,0.603,-0.995,0.289,0.600,0.954,0.575,0.152,0.571,0.186,-0.501,-0.174
'0:09.207',0.138,-0.924,-1.062,0.393,0.601,-0.993,0.286,0.592,0.949,0.571,0.151,0.569,0.186,-0.498,-0.172
'0:09.208',0.136,-0.926,-1.062,0.395,0.600,-0.995,0.283,0.586,0.944,0.570,0.151,0.569,0.185,-0.502,-0.168
'0:09.209',0.135,-0.925,-1.060,0.395,0.598,-0.993,0.281,0.582,0.940,0.570,0.152,0.571,0.186,-0.499,-0.167
'0:09.210',0.135,-0.921,-1.056,0.393,0.596,-0.989,0.277,0.577,0.936,0.569,0.153,0.571,0.188,-0.498,-0.172
'0:09.211',0.137,-0.921,-1.058,0.392,0.598,-0.990,0.276,0.571,0.933,0.569,0.155,0.572,0.191,-0.503,-0.173
'0:09.212',0.136,-0.926,-1.062,0.395,0.600,-0.995,0.276,0.564,0.927,0.568,0.155,0.570,0.188,-0.507,-0.173
'0:09.213',0.132,-0.935,-1.067,0.402,0.600,-1.001,0.274,0.558,0.922,0.564,0.153,0.567,0.182,-0.510,-0.172
'0:09.214',0.125,-0.943,-1.068,0.408,0.597,-1.006,0.273,0.551,0.916,0.559,0.149,0.565,0.180,-0.513,-0.166
'0:09.215',0.120,-0.948,-1.067,0.413,0.594,-1.008,0.273,0.546,0.912,0.558,0.148,0.563,0.177,-0.519,-0.160
'0:09.216',0.122,-0.948,-1.071,0.412,0.597,-1.010,0.272,0.541,0.906,0.556,0.145,0.560,0.174,-0.520,-0.152
'0:09.217',0.123,-0.950,-1.073,0.413,0.598,-1.011,0.271,0.536,0.899,0.553,0.144,0.556,0.172,-0.520,-0.142
'0:09.218',0.121,-0.956,-1.077,0.417,0.600,-1.016,0.270,0.529,0.894,0.549,0.142,0.553,0.169,-0.520,-0.138
'0:09.219',0.123,-0.960,-1.083,0.418,0.603,-1.021,0.267,0.521,0.885,0.543,0.137,0.547,0.165,-0.525,-0.138
'0:09.220',0.120,-0.961,-1.081,0.420,0.601,-1.021,0.265,0.515,0.878,0.538,0.133,0.544,0.162,-0.526,-0.134
'0:09.221',0.119,-0.962,-1.081,0.421,0.601,-1.022,0.262,0.508,0.871,0.532,0.128,0.540,0.159,-0.526,-0.129
'0:09.222',0.119,-0.965,-1.085,0.422,0.602,-1.025,0.262,0.501,0.864,0.526,0.123,0.535,0.152,-0.530,-0.126
'0:09.223',0.117,-0.971,-1.089,0.426,0.603,-1.030,0.264,0.496,0.857,0.523,0.119,0.532,0.147,-0.536,-0.124
'0:09.224',0.117,-0.974,-1.091,0.428,0.604,-1.032,0.261,0.489,0.849,0.517,0.113,0.525,0.141,-0.542,-0.122
'0:09.225',0.116,-0.977,-1.093,0.430,0.605,-1.034,0.260,0.481,0.840,0.509,0.106,0.517,0.136,-0.544,-0.116
'0:09.226',0.110,-0.986,-1.095,0.438,0.603,-1.040,0.258,0.471,0.830,0.499,0.098,0.511,0.131,-0.543,-0.108
'0:09.227',0.107,-0.993,-1.100,0.443,0.604,-1.046,0.255,0.465,0.821,0.490,0.090,0.506,0.125,-0.547,-0.104
'0:09.228',0.106,-0.999,-1.105,0.446,0.606,-1.052,0.257,0.460,0.813,0.485,0.087,0.500,0.121,-0.555,-0.103
'0:09.229',0.103,-1.008,-1.111,0.452,0.607,-1.059,0.257,0.452,0.805,0.478,0.080,0.492,0.114,-0.561,-0.101
'0:09.230',0.103,-1.015,-1.117,0.456,0.611,-1.067,0.257,0.447,0.796,0.470,0.074,0.484,0.106,-0.569,-0.100
'0:09.231',0.096,-1.024,-1.121,0.464,0.609,-1.073,0.259,0.442,0.788,0.464,0.070,0.479,0.101,-0.577,-0.095
'0:09.232',0.090,-1.032,-1.121,0.470,0.606,-1.077,0.261,0.435,0.780,0.456,0.062,0.471,0.093,-0.579,-0.090
'0:09.233',0.089,-1.036,-1.125,0.473,0.608,-1.081,0.262,0.428,0.771,0.447,0.057,0.464,0.087,-0.578,-0.086
'0:09.234',0.086,-1.042,-1.129,0.478,0.608,-1.086,0.259,0.420,0.762,0.438,0.048,0.455,0.078,-0.581,-0.082
'0:09.235',0.084,-1.050,-1.135,0.483,0.610,-1.093,0.260,0.413,0.753,0.429,0.041,0.445,0.070,-0.587,-0.078
'0:09.236',0.085,-1.058,-1.143,0.486,0.614,-1.100,0.263,0.411,0.749,0.424,0.038,0.443,0.065,-0.596,-0.073
'0:09.237',0.085,-1.064,-1.148,0.489,0.617,-1.106,0.266,0.408,0.743,0.419,0.032,0.438,0.058,-0.605,-0.070
'0:09.238',0.085,-1.067,-1.151,0.491,0.619,-1.109,0.266,0.403,0.734,0.412,0.026,0.429,0.051,-0.609,-0.068
'0:09.239',0.085,-1.070,-1.155,0.492,0.620,-1.112,0.267,0.397,0.726,0.406,0.019,0.422,0.044,-0.611,-0.066
'0:09.240',0.080,-1.080,-1.161,0.500,0.621,-1.120,0.267,0.392,0.718,0.397,0.011,0.414,0.037,-0.618,-0.062
'0:09.241',0.079,-1.087,-1.166,0.504,0.623,-1.127,0.266,0.386,0.709,0.386,0.004,0.406,0.032,-0.625,-0.058
'0:09.242',0.072,-1.089,-1.163,0.508,0.618,-1.126,0.268,0.380,0.702,0.381,-0.003,0.399,0.024,-0.630,-0.056
'0:09.243',0.072,-1.097,-1.169,0.512,0.621,-1.133,0.268,0.377,0.695,0.374,-0.006,0.393,0.018,-0.636,-0.053
'0:09.244',0.074,-1.102,-1.177,0.513,0.626,-1.139,0.267,0.371,0.688,0.367,-0.012,0.386,0.013,-0.641,-0.050
'0:09.245',0.072,-1.108,-1.180,0.518,0.626,-1.144,0.268,0.365,0.679,0.360,-0.018,0.379,0.008,-0.644,-0.046
'0:09.246',0.070,-1.115,-1.185,0.522,0.628,-1.151,0.269,0.361,0.671,0.350,-0.025,0.371,0.003,-0.646,-0.045
'0:09.247',0.068,-1.121,-1.189,0.526,0.628,-1.155,0.268,0.354,0.664,0.342,-0.033,0.364,-0.004,-0.647,-0.043
'0:09.248',0.068,-1.125,-1.194,0.528,0.631,-1.159,0.270,0.353,0.659,0.336,-0.037,0.361,-0.009,-0.653,-0.042
'0:09.249',0.066,-1.130,-1.196,0.532,0.631,-1.163,0.270,0.347,0.653,0.330,-0.042,0.354,-0.015,-0.659,-0.040
'0:09.250',0.061,-1.134,-1.196,0.536,0.628,-1.165,0.269,0.342,0.647,0.322,-0.050,0.345,-0.023,-0.662,-0.035
'0:09.251',0.058,-1.141,-1.198,0.541,0.627,-1.169,0.271,0.339,0.642,0.317,-0.053,0.341,-0.029,-0.665,-0.032
'0:09.252',0.055,-1.147,-1.202,0.545,0.629,-1.175,0.272,0.335,0.637,0.311,-0.057,0.336,-0.032,-0.669,-0.030
'0:09.253',0.053,-1.151,-1.204,0.548,0.629,-1.177,0.272,0.332,0.630,0.304,-0.061,0.332,-0.036,-0.673,-0.037
'0:09.254',0.052,-1.154,-1.206,0.551,0.629,-1.180,0.272,0.326,0.624,0.297,-0.067,0.325,-0.042,-0.673,-0.035
'0:09.255',0.050,-1.159,-1.208,0.554,0.629,-1.183,0.272,0.322,0.618,0.293,-0.070,0.321,-0.045,-0.675,-0.025
'0:09.256',0.050,-1.163,-1.213,0.556,0.632,-1.188,0.275,0.322,0.613,0.291,-0.072,0.318,-0.051,-0.683,-0.023
'0:09.257',0.052,-1.162,-1.214,0.555,0.633,-1.188,0.278,0.321,0.611,0.287,-0.075,0.314,-0.056,-0.690,-0.025
'0:09.258',0.050,-1.165,-1.215,0.557,0.633,-1.190,0.276,0.319,0.606,0.282,-0.082,0.310,-0.057,-0.690,-0.018
'0:09.259',0.048,-1.170,-1.218,0.560,0.633,-1.194,0.276,0.316,0.601,0.276,-0.086,0.305,-0.062,-0.691,-0.015
'0:09.260',0.049,-1.175,-1.224,0.562,0.636,-1.200,0.278,0.315,0.598,0.272,-0.089,0.300,-0.067,-0.696,-0.017
'0:09.261',0.051,-1.177,-1.228,0.562,0.640,-1.202,0.277,0.312,0.595,0.269,-0.091,0.295,-0.070,-0.698,-0.018
'0:09.262',0.048,-1.177,-1.226,0.564,0.637,-1.202,0.279,0.310,0.591,0.264,-0.095,0.292,-0.075,-0.701,-0.015
'0:09.263',0.045,-1.182,-1.227,0.568,0.636,-1.204,0.281,0.308,0.588,0.263,-0.099,0.289,-0.079,-0.707,-0.013
'0:09.264',0.045,-1.184,-1.230,0.569,0.637,-1.206,0.281,0.306,0.587,0.261,-0.101,0.284,-0.083,-0.711,-0.014
'0:09.265',0.044,-1.187,-1.230,0.571,0.637,-1.208,0.281,0.305,0.583,0.255,-0.105,0.281,-0.086,-0.713,-0.013
'0:09.266',0.039,-1.189,-1.228,0.575,0.633,-1.208,0.279,0.299,0.577,0.248,-0.112,0.274,-0.089,-0.709,-0.013
'0:09.267',0.035,-1.191,-1.226,0.578,0.630,-1.208,0.276,0.295,0.572,0.241,-0.117,0.267,-0.093,-0.707,-0.012
'0:09.268',0.038,-1.192,-1.230,0.578,0.634,-1.212,0.277,0.292,0.569,0.240,-0.118,0.265,-0.096,-0.710,-0.011
'0:09.269',0.038,-1.194,-1.232,0.578,0.635,-1.212,0.278,0.290,0.566,0.237,-0.119,0.264,-0.098,-0.711,-0.008
'0:09.270',0.036,-1.194,-1.230,0.579,0.633,-1.212,0.278,0.289,0.562,0.234,-0.121,0.260,-0.101,-0.714,-0.008
'0:09.271',0.038,-1.198,-1.236,0.580,0.637,-1.216,0.279,0.290,0.562,0.234,-0.123,0.261,-0.101,-0.716,-0.005
'0:09.272',0.038,-1.202,-1.240,0.582,0.639,-1.222,0.282,0.291,0.561,0.232,-0.124,0.262,-0.102,-0.719,-0.004
'0:09.273',0.034,-1.204,-1.238,0.585,0.636,-1.221,0.281,0.288,0.557,0.227,-0.125,0.257,-0.105,-0.721,-0.005
'0:09.274',0.034,-1.208,-1.242,0.587,0.638,-1.224,0.280,0.286,0.555,0.225,-0.127,0.254,-0.107,-0.721,-0.004
'0:09.275',0.038,-1.206,-1.244,0.584,0.641,-1.225,0.281,0.285,0.554,0.223,-0.127,0.254,-0.106,-0.721,-0.002
'0:09.276',0.036,-1.206,-1.242,0.585,0.639,-1.224,0.280,0.285,0.553,0.221,-0.130,0.253,-0.108,-0.724,-0.004
'0:09.277',0.038,-1.211,-1.250,0.586,0.644,-1.230,0.281,0.285,0.551,0.222,-0.130,0.251,-0.111,-0.728,-0.004
'0:09.278',0.038,-1.210,-1.248,0.586,0.643,-1.229,0.280,0.284,0.550,0.218,-0.130,0.247,-0.113,-0.725,-0.001
'0:09.279',0.033,-1.211,-1.244,0.589,0.638,-1.228,0.281,0.283,0.549,0.216,-0.133,0.246,-0.115,-0.724,-0.002
'0:09.280',0.034,-1.214,-1.248,0.590,0.641,-1.232,0.281,0.283,0.547,0.216,-0.134,0.246,-0.116,-0.726,-0.001
'0:09.281',0.033,-1.214,-1.246,0.591,0.639,-1.230,0.281,0.281,0.546,0.213,-0.133,0.243,-0.117,-0.726,-0.002
'0:09.282',0.030,-1.212,-1.242,0.591,0.637,-1.227,0.280,0.280,0.544,0.213,-0.134,0.242,-0.117,-0.727,-0.001
'0:09.283',0.032,-1.211,-1.242,0.590,0.637,-1.227,0.281,0.280,0.542,0.213,-0.134,0.243,-0.117,-0.729,0.001
'0:09.284',0.029,-1.216,-1.244,0.594,0.637,-1.230,0.282,0.280,0.541,0.213,-0.134,0.241,-0.118,-0.731,0.004
'0:09.285',0.030,-1.217,-1.247,0.593,0.639,-1.232,0.281,0.278,0.541,0.210,-0.135,0.239,-0.119,-0.733,0.004
'0:09.286',0.030,-1.216,-1.247,0.593,0.639,-1.232,0.280,0.275,0.538,0.207,-0.136,0.238,-0.119,-0.732,0.004
'0:09.287',0.030,-1.217,-1.248,0.593,0.639,-1.232,0.279,0.273,0.536,0.205,-0.136,0.237,-0.118,-0.731,0.004
'0:09.288',0.032,-1.217,-1.248,0.593,0.640,-1.233,0.281,0.275,0.537,0.208,-0.135,0.239,-0.119,-0.730,0.006
'0:09.289',0.031,-1.217,-1.248,0.593,0.640,-1.232,0.280,0.275,0.537,0.205,-0.136,0.238,-0.119,-0.734,0.006
'0:09.290',0.033,-1.214,-1.247,0.591,0.640,-1.230,0.279,0.271,0.534,0.203,-0.136,0.237,-0.120,-0.731,0.005
'0:09.291',0.032,-1.216,-1.248,0.593,0.640,-1.232,0.280,0.271,0.533,0.204,-0.136,0.236,-0.121,-0.730,0.007
'0:09.292',0.028,-1.220,-1.248,0.596,0.638,-1.234,0.281,0.271,0.534,0.202,-0.136,0.236,-0.119,-0.730,0.007
'0:09.293',0.028,-1.218,-1.246,0.595,0.638,-1.232,0.281,0.271,0.534,0.203,-0.137,0.237,-0.118,-0.725,0.009
'0:09.294',0.024,-1.222,-1.246,0.600,0.635,-1.234,0.280,0.269,0.531,0.200,-0.139,0.234,-0.123,-0.730,0.009
'0:09.295',0.021,-1.228,-1.249,0.604,0.635,-1.238,0.280,0.268,0.529,0.198,-0.139,0.233,-0.127,-0.734,0.013
'0:09.296',0.021,-1.226,-1.248,0.603,0.634,-1.237,0.282,0.270,0.532,0.200,-0.137,0.234,-0.126,-0.737,0.011
'0:09.297',0.024,-1.224,-1.247,0.600,0.635,-1.236,0.284,0.270,0.532,0.202,-0.136,0.235,-0.125,-0.740,0.001
'0:09.298',0.026,-1.225,-1.251,0.600,0.639,-1.238,0.282,0.270,0.531,0.202,-0.138,0.234,-0.126,-0.737,0.009
'0:09.299',0.027,-1.228,-1.255,0.600,0.641,-1.242,0.281,0.270,0.530,0.199,-0.138,0.233,-0.125,-0.738,0.009
'0:09.300',0.030,-1.228,-1.258,0.598,0.645,-1.244,0.281,0.269,0.530,0.199,-0.139,0.233,-0.124,-0.740,0.005
'0:09.301',0.027,-1.228,-1.256,0.601,0.641,-1.242,0.279,0.267,0.529,0.198,-0.141,0.232,-0.127,-0.741,0.005
'0:09.302',0.025,-1.228,-1.253,0.602,0.639,-1.240,0.279,0.267,0.528,0.197,-0.142,0.230,-0.129,-0.746,0.006
'0:09.303',0.024,-1.227,-1.250,0.602,0.637,-1.238,0.280,0.266,0.526,0.196,-0.143,0.229,-0.130,-0.745,0.009
'0:09.304',0.021,-1.226,-1.248,0.602,0.635,-1.238,0.281,0.265,0.525,0.195,-0.143,0.229,-0.130,-0.744,0.006
'0:09.305',0.024,-1.224,-1.248,0.601,0.635,-1.236,0.281,0.266,0.527,0.196,-0.143,0.227,-0.131,-0.743,0.003
'0:09.306',0.021,-1.226,-1.248,0.603,0.634,-1.237,0.279,0.263,0.523,0.191,-0.146,0.224,-0.133,-0.744,0.001
'0:09.307',0.022,-1.226,-1.248,0.602,0.635,-1.236,0.277,0.261,0.522,0.190,-0.146,0.224,-0.132,-0.742,0.003
'0:09.308',0.023,-1.220,-1.243,0.599,0.633,-1.232,0.278,0.263,0.525,0.193,-0.142,0.228,-0.130,-0.732,0.011
'0:09.309',0.020,-1.219,-1.239,0.600,0.629,-1.229,0.279,0.262,0.523,0.190,-0.144,0.225,-0.132,-0.730,0.013
'0:09.310',0.018,-1.219,-1.238,0.601,0.628,-1.228,0.279,0.261,0.521,0.190,-0.146,0.223,-0.133,-0.734,0.011
'0:09.311',0.015,-1.226,-1.241,0.605,0.628,-1.234,0.276,0.260,0.519,0.188,-0.147,0.222,-0.132,-0.737,0.010
'0:09.312',0.015,-1.228,-1.243,0.607,0.629,-1.236,0.277,0.261,0.521,0.186,-0.145,0.223,-0.132,-0.737,0.011
'0:09.313',0.013,-1.228,-1.242,0.607,0.628,-1.236,0.279,0.260,0.521,0.188,-0.144,0.225,-0.132,-0.733,0.011
'0:09.314',0.011,-1.230,-1.241,0.609,0.626,-1.236,0.276,0.259,0.519,0.184,-0.146,0.223,-0.133,-0.732,0.012
'0:09.315',0.015,-1.226,-1.240,0.606,0.627,-1.232,0.274,0.259,0.520,0.183,-0.148,0.222,-0.133,-0.732,0.013
'0:09.316',0.013,-1.232,-1.245,0.609,0.629,-1.238,0.278,0.262,0.522,0.188,-0.145,0.225,-0.134,-0.737,0.012
'0:09.317',0.015,-1.232,-1.247,0.609,0.631,-1.240,0.281,0.264,0.524,0.191,-0.142,0.226,-0.136,-0.741,0.012
'0:09.318',0.013,-1.227,-1.240,0.607,0.627,-1.234,0.279,0.263,0.520,0.188,-0.145,0.222,-0.136,-0.735,0.013
'0:09.319',0.009,-1.230,-1.240,0.610,0.625,-1.236,0.280,0.261,0.521,0.188,-0.145,0.221,-0.136,-0.734,0.009
'0:09.320',0.011,-1.232,-1.242,0.611,0.627,-1.238,0.280,0.263,0.522,0.188,-0.144,0.222,-0.134,-0.736,0.007
'0:09.321',0.013,-1.230,-1.244,0.609,0.628,-1.238,0.279,0.263,0.521,0.185,-0.145,0.221,-0.134,-0.738,0.007
'0:09.322',0.014,-1.228,-1.242,0.607,0.628,-1.235,0.279,0.262,0.521,0.189,-0.146,0.221,-0.135,-0.740,0.006
'0:09.323',0.014,-1.228,-1.242,0.607,0.628,-1.235,0.280,0.263,0.523,0.189,-0.144,0.223,-0.135,-0.741,0.006
'0:09.324',0.011,-1.230,-1.242,0.609,0.627,-1.236,0.279,0.263,0.523,0.188,-0.143,0.223,-0.135,-0.742,0.006
'0:09.325',0.011,-1.230,-1.241,0.609,0.626,-1.236,0.278,0.263,0.520,0.189,-0.144,0.223,-0.134,-0.743,0.009
'0:09.326',0.011,-1.234,-1.244,0.612,0.627,-1.239,0.278,0.260,0.520,0.185,-0.147,0.221,-0.136,-0.741,0.015
'0:09.327',0.006,-1.236,-1.242,0.614,0.625,-1.239,0.277,0.260,0.519,0.184,-0.147,0.221,-0.137,-0.738,0.016
'0:09.328',0.007,-1.232,-1.239,0.612,0.624,-1.236,0.278,0.261,0.521,0.185,-0.143,0.222,-0.135,-0.735,0.015
'0:09.329',0.009,-1.232,-1.240,0.611,0.625,-1.236,0.279,0.260,0.522,0.186,-0.145,0.222,-0.136,-0.733,0.017
'0:09.330',0.008,-1.230,-1.238,0.611,0.624,-1.234,0.281,0.263,0.522,0.185,-0.143,0.223,-0.136,-0.733,0.018
'0:09.331',0.006,-1.232,-1.238,0.613,0.623,-1.235,0.281,0.265,0.524,0.187,-0.141,0.224,-0.136,-0.735,0.018
'0:09.332',0.005,-1.234,-1.240,0.614,0.623,-1.237,0.280,0.263,0.521,0.185,-0.144,0.222,-0.137,-0.736,0.018
'0:09.333',0.005,-1.236,-1.240,0.615,0.623,-1.238,0.280,0.260,0.519,0.184,-0.145,0.220,-0.140,-0.738,0.016
'0:09.334',0.006,-1.236,-1.242,0.615,0.624,-1.239,0.278,0.260,0.519,0.182,-0.144,0.217,-0.139,-0.735,0.015
'0:09.335',0.006,-1.236,-1.242,0.615,0.624,-1.238,0.280,0.262,0.520,0.184,-0.142,0.220,-0.138,-0.734,0.015
'0:09.336',0.008,-1.234,-1.242,0.613,0.625,-1.238,0.281,0.263,0.520,0.186,-0.141,0.222,-0.138,-0.742,0.011
'0:09.337',0.011,-1.231,-1.242,0.610,0.627,-1.236,0.281,0.264,0.519,0.185,-0.141,0.222,-0.136,-0.742,0.009
'0:09.338',0.011,-1.233,-1.244,0.611,0.628,-1.238,0.282,0.262,0.518,0.185,-0.143,0.221,-0.138,-0.739,0.013
'0:09.339',0.011,-1.236,-1.247,0.613,0.629,-1.242,0.281,0.262,0.518,0.185,-0.144,0.220,-0.139,-0.739,0.015
'0:09.340',0.012,-1.236,-1.248,0.612,0.630,-1.242,0.284,0.266,0.521,0.186,-0.143,0.223,-0.139,-0.741,0.017
'0:09.341',0.015,-1.235,-1.250,0.610,0.632,-1.242,0.285,0.264,0.521,0.186,-0.143,0.221,-0.140,-0.742,0.017
'0:09.342',0.011,-1.236,-1.248,0.612,0.629,-1.242,0.285,0.264,0.520,0.186,-0.146,0.219,-0.141,-0.743,0.018
'0:09.343',0.013,-1.238,-1.250,0.613,0.631,-1.244,0.284,0.266,0.520,0.186,-0.147,0.220,-0.141,-0.749,0.018
'0:09.344',0.010,-1.244,-1.254,0.616,0.632,-1.248,0.285,0.266,0.520,0.187,-0.145,0.219,-0.142,-0.751,0.020
'0:09.345',0.007,-1.242,-1.249,0.617,0.628,-1.246,0.283,0.264,0.519,0.185,-0.147,0.218,-0.142,-0.748,0.018
'0:09.346',0.007,-1.238,-1.246,0.615,0.627,-1.242,0.282,0.263,0.519,0.181,-0.148,0.217,-0.141,-0.744,0.013
'0:09.347',0.007,-1.239,-1.246,0.616,0.627,-1.242,0.281,0.264,0.517,0.179,-0.149,0.214,-0.141,-0.742,0.013
'0:09.348',0.006,-1.240,-1.246,0.616,0.626,-1.243,0.281,0.262,0.517,0.178,-0.151,0.212,-0.141,-0.742,0.012
'0:09.349',0.005,-1.242,-1.247,0.618,0.626,-1.244,0.282,0.262,0.518,0.179,-0.151,0.213,-0.142,-0.746,0.011
'0:09.350',0.008,-1.240,-1.247,0.616,0.628,-1.244,0.283,0.263,0.517,0.179,-0.149,0.213,-0.142,-0.745,0.012
'0:09.351',0.007,-1.238,-1.246,0.615,0.627,-1.242,0.287,0.264,0.519,0.180,-0.149,0.213,-0.143,-0.743,0.015
'0:09.352',0.007,-1.241,-1.248,0.617,0.628,-1.245,0.283,0.265,0.519,0.179,-0.150,0.213,-0.142,-0.744,0.013
'0:09.353',0.009,-1.242,-1.251,0.617,0.630,-1.246,0.280,0.263,0.518,0.176,-0.151,0.212,-0.143,-0.744,0.013
'0:09.354',0.009,-1.242,-1.251,0.617,0.630,-1.246,0.281,0.265,0.518,0.176,-0.153,0.214,-0.144,-0.742,0.014
'0:09.355',0.011,-1.242,-1.252,0.615,0.632,-1.247,0.283,0.267,0.520,0.180,-0.151,0.214,-0.144,-0.742,0.013
'0:09.356',0.010,-1.242,-1.251,0.616,0.630,-1.246,0.285,0.267,0.521,0.182,-0.150,0.212,-0.146,-0.742,0.013
'0:09.357',0.006,-1.242,-1.248,0.618,0.627,-1.246,0.284,0.268,0.522,0.181,-0.151,0.213,-0.146,-0.742,0.014
'0:09.358',0.007,-1.242,-1.249,0.617,0.628,-1.246,0.284,0.267,0.521,0.181,-0.154,0.212,-0.145,-0.741,0.017
'0:09.359',0.006,-1.244,-1.250,0.619,0.628,-1.246,0.283,0.269,0.520,0.179,-0.156,0.210,-0.147,-0.741,0.016
'0:09.360',0.006,-1.246,-1.252,0.620,0.629,-1.249,0.286,0.271,0.521,0.181,-0.154,0.211,-0.146,-0.745,0.014
'0:09.361',0.010,-1.241,-1.251,0.615,0.630,-1.246,0.290,0.270,0.522,0.181,-0.153,0.213,-0.145,-0.744,0.013
'0:09.362',0.011,-1.238,-1.248,0.613,0.630,-1.243,0.285,0.269,0.523,0.180,-0.153,0.213,-0.145,-0.748,0.010
'0:09.363',0.013,-1.238,-1.250,0.613,0.632,-1.244,0.287,0.271,0.522,0.180,-0.154,0.212,-0.146,-0.751,0.009
'0:09.364',0.013,-1.238,-1.252,0.612,0.633,-1.245,0.290,0.272,0.525,0.183,-0.153,0.213,-0.146,-0.748,0.013
'0:09.365',0.013,-1.238,-1.250,0.613,0.631,-1.244,0.288,0.272,0.523,0.182,-0.152,0.212,-0.146,-0.748,0.013
'0:09.366',0.008,-1.240,-1.248,0.616,0.628,-1.244,0.286,0.270,0.521,0.179,-0.156,0.209,-0.146,-0.745,0.012
'0:09.367',0.011,-1.238,-1.250,0.613,0.630,-1.244,0.284,0.269,0.522,0.177,-0.157,0.210,-0.145,-0.741,0.011
'0:09.368',0.015,-1.234,-1.250,0.610,0.632,-1.242,0.285,0.269,0.521,0.178,-0.155,0.210,-0.145,-0.741,0.009
'0:09.369',0.011,-1.236,-1.248,0.612,0.630,-1.242,0.285,0.271,0.522,0.179,-0.156,0.212,-0.145,-0.743,0.008
